date_time,wait,Hospital
3/7/2019 6:51:01,26,Glen Cove Hospital
3/7/2019 6:51:01,29,Long Island Jewish Forest Hills
3/7/2019 6:51:01,38,Staten Island University Hospital - North
3/7/2019 6:51:01,51,Southside Hospital
3/7/2019 6:51:01,60,Long Island Jewish Medical Center
3/7/2019 6:51:01,60,North Shore University Hospital
3/7/2019 7:51:01,1,Syosset Hospital
3/7/2019 7:51:01,4,Lenox Hill Hospital
3/7/2019 7:51:01,5,Plainview Hospital
3/7/2019 7:51:01,13,Huntington Hospital
3/7/2019 7:51:01,14,Lenox Health Greenwich Village
3/7/2019 7:51:01,17,Staten Island University Hospital - North
3/7/2019 7:51:01,18,Long Island Jewish Forest Hills
3/7/2019 7:51:01,22,Staten Island University Hospital - South
3/7/2019 7:51:01,26,Glen Cove Hospital
3/7/2019 7:51:01,27,Southside Hospital
3/7/2019 7:51:01,60,Long Island Jewish Medical Center
3/7/2019 7:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 7:51:01,60,North Shore University Hospital
3/7/2019 8:51:01,1,Syosset Hospital
3/7/2019 8:51:01,2,Lenox Hill Hospital
3/7/2019 8:51:01,4,Glen Cove Hospital
3/7/2019 8:51:01,6,Lenox Health Greenwich Village
3/7/2019 8:51:01,11,Staten Island University Hospital - South
3/7/2019 8:51:01,12,Long Island Jewish Forest Hills
3/7/2019 8:51:01,19,Huntington Hospital
3/7/2019 8:51:01,20,Southside Hospital
3/7/2019 8:51:01,20,Staten Island University Hospital - North
3/7/2019 8:51:01,22,Long Island Jewish Medical Center
3/7/2019 8:51:01,24,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 8:51:01,26,Long Island Jewish Valley Stream
3/7/2019 8:51:01,26,Plainview Hospital
3/7/2019 9:51:01,1,Syosset Hospital
3/7/2019 9:51:01,2,Glen Cove Hospital
3/7/2019 9:51:01,2,Lenox Health Greenwich Village
3/7/2019 9:51:01,3,Lenox Hill Hospital
3/7/2019 9:51:01,9,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 9:51:01,12,Southside Hospital
3/7/2019 9:51:01,13,Long Island Jewish Forest Hills
3/7/2019 9:51:01,14,Huntington Hospital
3/7/2019 9:51:01,14,Long Island Jewish Medical Center
3/7/2019 9:51:01,16,Staten Island University Hospital - South
3/7/2019 9:51:01,21,Staten Island University Hospital - North
3/7/2019 9:51:01,40,Long Island Jewish Valley Stream
3/7/2019 9:51:01,47,North Shore University Hospital
3/7/2019 10:51:01,2,Glen Cove Hospital
3/7/2019 10:51:01,2,Lenox Health Greenwich Village
3/7/2019 10:51:01,2,Syosset Hospital
3/7/2019 10:51:01,5,Lenox Hill Hospital
3/7/2019 10:51:01,6,Staten Island University Hospital - South
3/7/2019 10:51:01,10,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 10:51:01,11,Huntington Hospital
3/7/2019 10:51:01,12,Long Island Jewish Forest Hills
3/7/2019 10:51:01,19,Long Island Jewish Medical Center
3/7/2019 10:51:01,20,Staten Island University Hospital - North
3/7/2019 10:51:01,23,Long Island Jewish Valley Stream
3/7/2019 10:51:01,26,North Shore University Hospital
3/7/2019 10:51:01,28,Southside Hospital
3/7/2019 11:51:01,1,Syosset Hospital
3/7/2019 11:51:01,2,Glen Cove Hospital
3/7/2019 11:51:01,4,Staten Island University Hospital - South
3/7/2019 11:51:01,6,Huntington Hospital
3/7/2019 11:51:01,6,Lenox Health Greenwich Village
3/7/2019 11:51:01,10,Lenox Hill Hospital
3/7/2019 11:51:01,12,Long Island Jewish Forest Hills
3/7/2019 11:51:01,17,Long Island Jewish Medical Center
3/7/2019 11:51:01,19,North Shore University Hospital
3/7/2019 11:51:01,19,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 11:51:01,22,Staten Island University Hospital - North
3/7/2019 11:51:01,27,Long Island Jewish Valley Stream
3/7/2019 11:51:01,32,Southside Hospital
3/7/2019 12:51:01,4,Syosset Hospital
3/7/2019 12:51:01,5,Lenox Health Greenwich Village
3/7/2019 12:51:01,7,Plainview Hospital
3/7/2019 12:51:01,8,Glen Cove Hospital
3/7/2019 12:51:01,14,North Shore University Hospital
3/7/2019 12:51:01,15,Lenox Hill Hospital
3/7/2019 12:51:01,22,Long Island Jewish Medical Center
3/7/2019 12:51:01,23,Staten Island University Hospital - South
3/7/2019 12:51:01,26,Southside Hospital
3/7/2019 12:51:01,28,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 12:51:01,29,Staten Island University Hospital - North
3/7/2019 12:51:01,33,Huntington Hospital
3/7/2019 12:51:01,36,Long Island Jewish Forest Hills
3/7/2019 13:51:01,4,Staten Island University Hospital - South
3/7/2019 13:51:01,8,Glen Cove Hospital
3/7/2019 13:51:01,8,Huntington Hospital
3/7/2019 13:51:01,8,Lenox Hill Hospital
3/7/2019 13:51:01,12,Staten Island University Hospital - North
3/7/2019 13:51:01,14,Plainview Hospital
3/7/2019 13:51:01,16,North Shore University Hospital
3/7/2019 13:51:01,17,Long Island Jewish Valley Stream
3/7/2019 13:51:01,20,Long Island Jewish Forest Hills
3/7/2019 13:51:01,20,Long Island Jewish Medical Center
3/7/2019 13:51:01,21,Southside Hospital
3/7/2019 13:51:01,23,Lenox Health Greenwich Village
3/7/2019 13:51:01,24,Syosset Hospital
3/7/2019 14:51:01,2,Syosset Hospital
3/7/2019 14:51:01,5,Lenox Health Greenwich Village
3/7/2019 14:51:01,5,Plainview Hospital
3/7/2019 14:51:01,5,Staten Island University Hospital - South
3/7/2019 14:51:01,6,Glen Cove Hospital
3/7/2019 14:51:01,11,Huntington Hospital
3/7/2019 14:51:01,11,Long Island Jewish Forest Hills
3/7/2019 14:51:01,11,North Shore University Hospital
3/7/2019 14:51:01,13,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 14:51:01,22,Lenox Hill Hospital
3/7/2019 14:51:01,23,Staten Island University Hospital - North
3/7/2019 14:51:01,27,Long Island Jewish Medical Center
3/7/2019 14:51:01,37,Southside Hospital
3/7/2019 15:51:01,1,Syosset Hospital
3/7/2019 15:51:01,3,Glen Cove Hospital
3/7/2019 15:51:01,7,Lenox Health Greenwich Village
3/7/2019 15:51:01,8,Plainview Hospital
3/7/2019 15:51:01,8,Staten Island University Hospital - South
3/7/2019 15:51:01,12,Huntington Hospital
3/7/2019 15:51:01,14,Lenox Hill Hospital
3/7/2019 15:51:01,15,Long Island Jewish Forest Hills
3/7/2019 15:51:01,21,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 15:51:01,22,North Shore University Hospital
3/7/2019 15:51:01,26,Southside Hospital
3/7/2019 15:51:01,31,Long Island Jewish Valley Stream
3/7/2019 15:51:01,31,Staten Island University Hospital - North
3/7/2019 16:51:01,2,Glen Cove Hospital
3/7/2019 16:51:01,5,Plainview Hospital
3/7/2019 16:51:01,10,Staten Island University Hospital - South
3/7/2019 16:51:01,12,North Shore University Hospital
3/7/2019 16:51:01,13,Syosset Hospital
3/7/2019 16:51:01,14,Lenox Health Greenwich Village
3/7/2019 16:51:01,21,Lenox Hill Hospital
3/7/2019 16:51:01,21,Southside Hospital
3/7/2019 16:51:01,24,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 16:51:01,27,Long Island Jewish Forest Hills
3/7/2019 16:51:01,44,Staten Island University Hospital - North
3/7/2019 16:51:01,60,Long Island Jewish Medical Center
3/7/2019 16:51:01,60,Long Island Jewish Valley Stream
3/7/2019 17:51:01,4,Glen Cove Hospital
3/7/2019 17:51:01,5,Staten Island University Hospital - South
3/7/2019 17:51:01,7,Syosset Hospital
3/7/2019 17:51:01,10,Long Island Jewish Valley Stream
3/7/2019 17:51:01,15,Plainview Hospital
3/7/2019 17:51:01,26,Lenox Health Greenwich Village
3/7/2019 17:51:01,28,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 17:51:01,29,Lenox Hill Hospital
3/7/2019 17:51:01,30,Long Island Jewish Forest Hills
3/7/2019 17:51:01,35,North Shore University Hospital
3/7/2019 17:51:01,46,Huntington Hospital
3/7/2019 17:51:01,46,Southside Hospital
3/7/2019 17:51:01,46,Staten Island University Hospital - North
3/7/2019 18:51:01,1,Glen Cove Hospital
3/7/2019 18:51:01,4,Staten Island University Hospital - South
3/7/2019 18:51:01,6,Syosset Hospital
3/7/2019 18:51:01,13,Huntington Hospital
3/7/2019 18:51:01,20,Lenox Health Greenwich Village
3/7/2019 18:51:01,21,North Shore University Hospital
3/7/2019 18:51:01,22,Southside Hospital
3/7/2019 18:51:01,23,Plainview Hospital
3/7/2019 18:51:01,26,Lenox Hill Hospital
3/7/2019 18:51:01,28,Long Island Jewish Valley Stream
3/7/2019 18:51:01,30,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 18:51:01,31,Long Island Jewish Forest Hills
3/7/2019 18:51:01,60,Long Island Jewish Medical Center
3/7/2019 19:51:01,2,Glen Cove Hospital
3/7/2019 19:51:01,4,Staten Island University Hospital - South
3/7/2019 19:51:01,6,Syosset Hospital
3/7/2019 19:51:01,12,Huntington Hospital
3/7/2019 19:51:01,15,Lenox Hill Hospital
3/7/2019 19:51:01,16,North Shore University Hospital
3/7/2019 19:51:01,17,Lenox Health Greenwich Village
3/7/2019 19:51:01,17,Long Island Jewish Valley Stream
3/7/2019 19:51:01,22,Plainview Hospital
3/7/2019 19:51:01,34,Long Island Jewish Forest Hills
3/7/2019 19:51:01,41,Southside Hospital
3/7/2019 19:51:01,50,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 19:51:01,60,Long Island Jewish Medical Center
3/7/2019 20:51:01,2,Glen Cove Hospital
3/7/2019 20:51:01,3,Syosset Hospital
3/7/2019 20:51:01,8,Staten Island University Hospital - South
3/7/2019 20:51:01,16,Lenox Health Greenwich Village
3/7/2019 20:51:01,19,Huntington Hospital
3/7/2019 20:51:01,19,Lenox Hill Hospital
3/7/2019 20:51:01,22,Plainview Hospital
3/7/2019 20:51:01,34,Southside Hospital
3/7/2019 20:51:01,34,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 20:51:01,38,North Shore University Hospital
3/7/2019 20:51:01,40,Long Island Jewish Valley Stream
3/7/2019 20:51:01,42,Long Island Jewish Forest Hills
3/7/2019 20:51:01,60,Staten Island University Hospital - North
3/7/2019 21:51:01,0,Glen Cove Hospital
3/7/2019 21:51:01,6,Syosset Hospital
3/7/2019 21:51:01,16,Southside Hospital
3/7/2019 21:51:01,19,Staten Island University Hospital - South
3/7/2019 21:51:01,22,Huntington Hospital
3/7/2019 21:51:01,22,Lenox Health Greenwich Village
3/7/2019 21:51:01,23,Lenox Hill Hospital
3/7/2019 21:51:01,25,Plainview Hospital
3/7/2019 21:51:01,28,Long Island Jewish Forest Hills
3/7/2019 21:51:01,35,North Shore University Hospital
3/7/2019 21:51:01,37,Long Island Jewish Valley Stream
3/7/2019 21:51:01,40,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 21:51:01,60,Staten Island University Hospital - North
3/7/2019 22:51:01,3,Glen Cove Hospital
3/7/2019 22:51:01,6,Syosset Hospital
3/7/2019 22:51:01,7,Staten Island University Hospital - South
3/7/2019 22:51:01,17,Lenox Hill Hospital
3/7/2019 22:51:01,21,Long Island Jewish Valley Stream
3/7/2019 22:51:01,23,Lenox Health Greenwich Village
3/7/2019 22:51:01,25,Huntington Hospital
3/7/2019 22:51:01,29,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 22:51:01,30,Southside Hospital
3/7/2019 22:51:01,31,North Shore University Hospital
3/7/2019 22:51:01,36,Plainview Hospital
3/7/2019 22:51:01,60,Long Island Jewish Forest Hills
3/7/2019 22:51:01,60,Staten Island University Hospital - North
3/7/2019 22:51:01,60,Long Island Jewish Medical Center
3/7/2019 23:51:01,1,Glen Cove Hospital
3/7/2019 23:51:01,6,Syosset Hospital
3/7/2019 23:51:01,8,Staten Island University Hospital - South
3/7/2019 23:51:01,21,Lenox Hill Hospital
3/7/2019 23:51:01,22,Southside Hospital
3/7/2019 23:51:01,24,Lenox Health Greenwich Village
3/7/2019 23:51:01,28,Long Island Jewish Valley Stream
3/7/2019 23:51:01,32,Plainview Hospital
3/7/2019 23:51:01,34,Huntington Hospital
3/7/2019 23:51:01,36,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/7/2019 23:51:01,42,North Shore University Hospital
3/7/2019 23:51:01,60,Long Island Jewish Forest Hills
3/7/2019 23:51:01,60,Staten Island University Hospital - North
3/7/2019 23:51:01,60,Long Island Jewish Medical Center
3/8/2019 0:51:01,1,Syosset Hospital
3/8/2019 0:51:01,7,Glen Cove Hospital
3/8/2019 0:51:01,12,Staten Island University Hospital - South
3/8/2019 0:51:01,13,Lenox Hill Hospital
3/8/2019 0:51:01,16,Plainview Hospital
3/8/2019 0:51:01,21,Lenox Health Greenwich Village
3/8/2019 0:51:01,26,Staten Island University Hospital - North
3/8/2019 0:51:01,31,North Shore University Hospital
3/8/2019 0:51:01,35,Long Island Jewish Valley Stream
3/8/2019 0:51:01,47,Huntington Hospital
3/8/2019 0:51:01,60,Southside Hospital
3/8/2019 0:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 0:51:01,60,Long Island Jewish Forest Hills
3/8/2019 0:51:01,60,Long Island Jewish Medical Center
3/8/2019 1:51:01,1,Syosset Hospital
3/8/2019 1:51:01,2,Glen Cove Hospital
3/8/2019 1:51:01,15,Lenox Hill Hospital
3/8/2019 1:51:01,19,Staten Island University Hospital - South
3/8/2019 1:51:01,25,Lenox Health Greenwich Village
3/8/2019 1:51:01,30,Staten Island University Hospital - North
3/8/2019 1:51:01,31,Plainview Hospital
3/8/2019 1:51:01,42,Long Island Jewish Forest Hills
3/8/2019 1:51:01,60,Huntington Hospital
3/8/2019 1:51:01,60,North Shore University Hospital
3/8/2019 1:51:01,60,Long Island Jewish Valley Stream
3/8/2019 1:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 1:51:01,60,Long Island Jewish Medical Center
3/8/2019 1:51:01,60,Southside Hospital
3/8/2019 2:51:01,1,Syosset Hospital
3/8/2019 2:51:01,5,Glen Cove Hospital
3/8/2019 2:51:01,9,Lenox Health Greenwich Village
3/8/2019 2:51:01,16,Lenox Hill Hospital
3/8/2019 2:51:01,21,Huntington Hospital
3/8/2019 2:51:01,25,Long Island Jewish Forest Hills
3/8/2019 2:51:01,28,Southside Hospital
3/8/2019 2:51:01,40,Staten Island University Hospital - North
3/8/2019 2:51:01,40,Staten Island University Hospital - South
3/8/2019 2:51:01,45,North Shore University Hospital
3/8/2019 2:51:01,51,Plainview Hospital
3/8/2019 2:51:01,60,Long Island Jewish Valley Stream
3/8/2019 2:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 2:51:01,60,Long Island Jewish Medical Center
3/8/2019 3:51:01,1,Syosset Hospital
3/8/2019 3:51:01,6,Glen Cove Hospital
3/8/2019 3:51:01,10,Lenox Health Greenwich Village
3/8/2019 3:51:01,17,Lenox Hill Hospital
3/8/2019 3:51:01,25,Huntington Hospital
3/8/2019 3:51:01,29,Long Island Jewish Forest Hills
3/8/2019 3:51:01,33,Southside Hospital
3/8/2019 3:51:01,36,Staten Island University Hospital - North
3/8/2019 3:51:01,38,North Shore University Hospital
3/8/2019 3:51:01,51,Long Island Jewish Valley Stream
3/8/2019 3:51:01,51,Plainview Hospital
3/8/2019 3:51:01,59,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 3:51:01,60,Staten Island University Hospital - South
3/8/2019 3:51:01,60,Long Island Jewish Medical Center
3/8/2019 4:51:01,7,Syosset Hospital
3/8/2019 4:51:01,8,Lenox Health Greenwich Village
3/8/2019 4:51:01,9,Glen Cove Hospital
3/8/2019 4:51:01,19,Staten Island University Hospital - North
3/8/2019 4:51:01,26,Lenox Hill Hospital
3/8/2019 4:51:01,27,Staten Island University Hospital - South
3/8/2019 4:51:01,28,Long Island Jewish Valley Stream
3/8/2019 4:51:01,34,North Shore University Hospital
3/8/2019 4:51:01,35,Huntington Hospital
3/8/2019 4:51:01,39,Southside Hospital
3/8/2019 4:51:01,45,Long Island Jewish Forest Hills
3/8/2019 4:51:01,54,Plainview Hospital
3/8/2019 4:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 4:51:01,60,Long Island Jewish Medical Center
3/8/2019 5:51:01,2,Syosset Hospital
3/8/2019 5:51:01,3,Glen Cove Hospital
3/8/2019 5:51:01,3,Plainview Hospital
3/8/2019 5:51:01,10,Staten Island University Hospital - South
3/8/2019 5:51:01,13,Staten Island University Hospital - North
3/8/2019 5:51:01,15,Lenox Hill Hospital
3/8/2019 5:51:01,17,Lenox Health Greenwich Village
3/8/2019 5:51:01,19,Long Island Jewish Forest Hills
3/8/2019 5:51:01,22,Southside Hospital
3/8/2019 5:51:01,33,North Shore University Hospital
3/8/2019 5:51:01,45,Long Island Jewish Valley Stream
3/8/2019 5:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 5:51:01,60,Long Island Jewish Medical Center
3/8/2019 5:51:01,60,Huntington Hospital
3/8/2019 6:51:01,3,Glen Cove Hospital
3/8/2019 6:51:01,4,Syosset Hospital
3/8/2019 6:51:01,6,Southside Hospital
3/8/2019 6:51:01,8,Lenox Health Greenwich Village
3/8/2019 6:51:01,10,Plainview Hospital
3/8/2019 6:51:01,10,Staten Island University Hospital - South
3/8/2019 6:51:01,15,Staten Island University Hospital - North
3/8/2019 6:51:01,17,Long Island Jewish Forest Hills
3/8/2019 6:51:01,19,Long Island Jewish Valley Stream
3/8/2019 6:51:01,21,North Shore University Hospital
3/8/2019 6:51:01,25,Lenox Hill Hospital
3/8/2019 6:51:01,60,Huntington Hospital
3/8/2019 6:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 6:51:01,60,Long Island Jewish Medical Center
3/8/2019 7:51:01,2,Lenox Health Greenwich Village
3/8/2019 7:51:01,4,Plainview Hospital
3/8/2019 7:51:01,4,Syosset Hospital
3/8/2019 7:51:01,10,Glen Cove Hospital
3/8/2019 7:51:01,10,Staten Island University Hospital - South
3/8/2019 7:51:01,12,Staten Island University Hospital - North
3/8/2019 7:51:01,14,Southside Hospital
3/8/2019 7:51:01,24,North Shore University Hospital
3/8/2019 7:51:01,31,Long Island Jewish Valley Stream
3/8/2019 7:51:01,33,Huntington Hospital
3/8/2019 7:51:01,40,Lenox Hill Hospital
3/8/2019 7:51:01,49,Long Island Jewish Forest Hills
3/8/2019 7:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 7:51:01,60,Long Island Jewish Medical Center
3/8/2019 8:51:01,4,Syosset Hospital
3/8/2019 8:51:01,5,Lenox Health Greenwich Village
3/8/2019 8:51:01,6,Glen Cove Hospital
3/8/2019 8:51:01,10,Southside Hospital
3/8/2019 8:51:01,11,Staten Island University Hospital - South
3/8/2019 8:51:01,16,Staten Island University Hospital - North
3/8/2019 8:51:01,20,Plainview Hospital
3/8/2019 8:51:01,25,North Shore University Hospital
3/8/2019 8:51:01,26,Lenox Hill Hospital
3/8/2019 8:51:01,33,Huntington Hospital
3/8/2019 8:51:01,36,Long Island Jewish Forest Hills
3/8/2019 8:51:01,60,Long Island Jewish Valley Stream
3/8/2019 8:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 8:51:01,60,Long Island Jewish Medical Center
3/8/2019 9:51:01,4,Syosset Hospital
3/8/2019 9:51:01,6,Glen Cove Hospital
3/8/2019 9:51:01,6,Staten Island University Hospital - South
3/8/2019 9:51:01,8,Lenox Health Greenwich Village
3/8/2019 9:51:01,8,Plainview Hospital
3/8/2019 9:51:01,10,Southside Hospital
3/8/2019 9:51:01,11,Lenox Hill Hospital
3/8/2019 9:51:01,11,Long Island Jewish Forest Hills
3/8/2019 9:51:01,18,Staten Island University Hospital - North
3/8/2019 9:51:01,21,North Shore University Hospital
3/8/2019 9:51:01,22,Long Island Jewish Valley Stream
3/8/2019 9:51:01,35,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 9:51:01,55,Huntington Hospital
3/8/2019 9:51:01,60,Long Island Jewish Medical Center
3/8/2019 10:51:01,1,Syosset Hospital
3/8/2019 10:51:01,6,Glen Cove Hospital
3/8/2019 10:51:01,6,Lenox Health Greenwich Village
3/8/2019 10:51:01,7,Lenox Hill Hospital
3/8/2019 10:51:01,7,Staten Island University Hospital - South
3/8/2019 10:51:01,8,Plainview Hospital
3/8/2019 10:51:01,11,Huntington Hospital
3/8/2019 10:51:01,11,North Shore University Hospital
3/8/2019 10:51:01,14,Long Island Jewish Valley Stream
3/8/2019 10:51:01,17,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 10:51:01,24,Southside Hospital
3/8/2019 10:51:01,32,Staten Island University Hospital - North
3/8/2019 10:51:01,60,Long Island Jewish Forest Hills
3/8/2019 10:51:01,60,Long Island Jewish Medical Center
3/8/2019 11:51:02,1,Syosset Hospital
3/8/2019 11:51:02,8,Huntington Hospital
3/8/2019 11:51:02,8,Plainview Hospital
3/8/2019 11:51:02,10,North Shore University Hospital
3/8/2019 11:51:02,10,Staten Island University Hospital - South
3/8/2019 11:51:02,12,Lenox Health Greenwich Village
3/8/2019 11:51:02,13,Glen Cove Hospital
3/8/2019 11:51:02,14,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 11:51:02,29,Lenox Hill Hospital
3/8/2019 11:51:02,29,Long Island Jewish Valley Stream
3/8/2019 11:51:02,35,Staten Island University Hospital - North
3/8/2019 11:51:02,46,Southside Hospital
3/8/2019 11:51:02,60,Long Island Jewish Forest Hills
3/8/2019 11:51:02,60,Long Island Jewish Medical Center
3/8/2019 12:51:01,2,Glen Cove Hospital
3/8/2019 12:51:01,6,North Shore University Hospital
3/8/2019 12:51:01,9,Staten Island University Hospital - South
3/8/2019 12:51:01,9,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 12:51:01,12,Plainview Hospital
3/8/2019 12:51:01,20,Huntington Hospital
3/8/2019 12:51:01,25,Southside Hospital
3/8/2019 12:51:01,30,Long Island Jewish Valley Stream
3/8/2019 12:51:01,30,Syosset Hospital
3/8/2019 12:51:01,31,Staten Island University Hospital - North
3/8/2019 12:51:01,32,Lenox Health Greenwich Village
3/8/2019 12:51:01,32,Lenox Hill Hospital
3/8/2019 12:51:01,53,Long Island Jewish Medical Center
3/8/2019 12:51:01,60,Long Island Jewish Forest Hills
3/8/2019 13:51:01,3,Glen Cove Hospital
3/8/2019 13:51:01,10,Staten Island University Hospital - South
3/8/2019 13:51:01,13,Lenox Hill Hospital
3/8/2019 13:51:01,13,North Shore University Hospital
3/8/2019 13:51:01,14,Huntington Hospital
3/8/2019 13:51:01,14,Staten Island University Hospital - North
3/8/2019 13:51:01,15,Long Island Jewish Valley Stream
3/8/2019 13:51:01,17,Plainview Hospital
3/8/2019 13:51:01,19,Syosset Hospital
3/8/2019 13:51:01,25,Lenox Health Greenwich Village
3/8/2019 13:51:01,25,Long Island Jewish Forest Hills
3/8/2019 13:51:01,26,Southside Hospital
3/8/2019 13:51:01,35,Long Island Jewish Medical Center
3/8/2019 13:51:01,36,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 14:51:01,3,Glen Cove Hospital
3/8/2019 14:51:01,5,Lenox Health Greenwich Village
3/8/2019 14:51:01,7,Plainview Hospital
3/8/2019 14:51:01,8,Huntington Hospital
3/8/2019 14:51:01,11,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 14:51:01,15,Syosset Hospital
3/8/2019 14:51:01,19,North Shore University Hospital
3/8/2019 14:51:01,21,Long Island Jewish Valley Stream
3/8/2019 14:51:01,23,Staten Island University Hospital - South
3/8/2019 14:51:01,25,Long Island Jewish Forest Hills
3/8/2019 14:51:01,27,Long Island Jewish Medical Center
3/8/2019 14:51:01,28,Lenox Hill Hospital
3/8/2019 14:51:01,29,Staten Island University Hospital - North
3/8/2019 14:51:01,32,Southside Hospital
3/8/2019 15:51:01,2,Staten Island University Hospital - South
3/8/2019 15:51:01,4,Glen Cove Hospital
3/8/2019 15:51:01,8,Lenox Health Greenwich Village
3/8/2019 15:51:01,12,Plainview Hospital
3/8/2019 15:51:01,15,North Shore University Hospital
3/8/2019 15:51:01,18,Long Island Jewish Forest Hills
3/8/2019 15:51:01,18,Syosset Hospital
3/8/2019 15:51:01,20,Huntington Hospital
3/8/2019 15:51:01,26,Long Island Jewish Valley Stream
3/8/2019 15:51:01,27,Staten Island University Hospital - North
3/8/2019 15:51:01,28,Lenox Hill Hospital
3/8/2019 15:51:01,29,Southside Hospital
3/8/2019 15:51:01,31,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 15:51:01,49,Long Island Jewish Medical Center
3/8/2019 16:51:01,1,Glen Cove Hospital
3/8/2019 16:51:01,4,Staten Island University Hospital - South
3/8/2019 16:51:01,14,Lenox Health Greenwich Village
3/8/2019 16:51:01,17,Plainview Hospital
3/8/2019 16:51:01,18,Huntington Hospital
3/8/2019 16:51:01,21,North Shore University Hospital
3/8/2019 16:51:01,21,Syosset Hospital
3/8/2019 16:51:01,24,Staten Island University Hospital - North
3/8/2019 16:51:01,26,Long Island Jewish Forest Hills
3/8/2019 16:51:01,32,Lenox Hill Hospital
3/8/2019 16:51:01,36,Long Island Jewish Valley Stream
3/8/2019 16:51:01,38,Southside Hospital
3/8/2019 16:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 16:51:01,60,Long Island Jewish Medical Center
3/8/2019 17:51:01,5,Staten Island University Hospital - South
3/8/2019 17:51:01,8,Glen Cove Hospital
3/8/2019 17:51:01,16,Huntington Hospital
3/8/2019 17:51:01,18,Long Island Jewish Forest Hills
3/8/2019 17:51:01,20,Plainview Hospital
3/8/2019 17:51:01,21,Syosset Hospital
3/8/2019 17:51:01,23,Lenox Health Greenwich Village
3/8/2019 17:51:01,23,Staten Island University Hospital - North
3/8/2019 17:51:01,28,Lenox Hill Hospital
3/8/2019 17:51:01,29,North Shore University Hospital
3/8/2019 17:51:01,35,Southside Hospital
3/8/2019 17:51:01,43,Long Island Jewish Valley Stream
3/8/2019 17:51:01,58,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 17:51:01,59,Long Island Jewish Medical Center
3/8/2019 18:51:01,3,Staten Island University Hospital - South
3/8/2019 18:51:01,15,Glen Cove Hospital
3/8/2019 18:51:01,19,Huntington Hospital
3/8/2019 18:51:01,19,Southside Hospital
3/8/2019 18:51:01,20,Syosset Hospital
3/8/2019 18:51:01,21,Lenox Health Greenwich Village
3/8/2019 18:51:01,23,Lenox Hill Hospital
3/8/2019 18:51:01,24,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 18:51:01,25,Staten Island University Hospital - North
3/8/2019 18:51:01,26,Long Island Jewish Forest Hills
3/8/2019 18:51:01,27,North Shore University Hospital
3/8/2019 18:51:01,34,Plainview Hospital
3/8/2019 18:51:01,39,Long Island Jewish Valley Stream
3/8/2019 18:51:01,60,Long Island Jewish Medical Center
3/8/2019 19:51:01,3,Lenox Health Greenwich Village
3/8/2019 19:51:01,4,Staten Island University Hospital - South
3/8/2019 19:51:01,7,Glen Cove Hospital
3/8/2019 19:51:01,13,Lenox Hill Hospital
3/8/2019 19:51:01,16,Syosset Hospital
3/8/2019 19:51:01,24,Long Island Jewish Forest Hills
